id,name,description,category,address,suburb,state,postcode,latitude,longitude,phone,email,website,hours,eligibility,cost,source_id,source_name,source_organisation,source_jurisdiction,source_license,source_url,source_date
osm_social_facilities_0535,Jubilee Community Centre,Community Centre,community,,,QLD,,-21.1438259,149.1814072,,,https://www.mackay.qld.gov.au/community/council_facilities2/jubilee_community_centre,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0536,Soldiers Memorial Hall,Community Centre,community,,,QLD,,-27.716037,151.6330385,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0537,Senior Citizens Club,Community Centre,community,,,QLD,,-26.400065,146.2412722,+61 7 4654 1586,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0538,Yelarbon & District Soldiers Memorial Hall,Community Centre,community,,,QLD,,-28.5728741,150.7518428,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0539,Mount Nimmel Hall,Community Centre,community,Austinville Road,,QLD,,-28.132947,153.316503,+61 432 199 309,,http://mtnimmelhall.org.au/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0540,Andergrove Community Centre,Community Centre,community,Celeber Drive,Andergrove,QLD,4740,-21.0976463,149.1782155,,,https://www.mackay.qld.gov.au/facilities/spaces/community_halls/andergrove_community_centre,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0542,Banksia Scouts Den,Community Centre,community,,,QLD,,-21.0863332,149.183443,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0544,Andergrove Neighbourhood Centre,Community Centre,community,Bedford Road,Andergrove,QLD,4740,-21.0911303,149.1816672,,,https://www.mackay.qld.gov.au/facilities/spaces/community_halls/andergrove_neighbourhood_centre,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0545,Pioneer War Memorial Hall,Community Centre,community,,,QLD,,-21.1593738,149.0630867,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0546,Bamaga Community Hall,Community Centre,community,,,QLD,,-10.8832933,142.3907386,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0547,Civic and Community Enterprise Centre (CCEC),Community Centre,community,,,QLD,,-28.0700535,145.6819214,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0548,Thargomindah Community Centre,Community Centre,community,,,QLD,,-27.9952233,143.8258826,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0549,Paradise Point Community Hall,Community Centre,community,,,QLD,,-27.8855147,153.3938032,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0550,Daintree Community Hall,Community Centre,community,,,QLD,,-16.2501751,145.3216235,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0551,Tully Multipurpose Centre,Community Centre,community,,,QLD,,-17.9411185,145.9306492,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0552,Alice River Community Association Resilience Centre,Community Centre,community,,,QLD,,-19.3307748,146.6034624,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0553,Wallangarra School of the Arts Hall,Community Centre,community,,,QLD,,-28.9217904,151.9314942,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0554,Darra Community Group Hall,Community Centre,community,Kokoda Street,,QLD,4076,-27.5765647,152.9412746,+61 7 3271 2416,,http://www.darracommunitygroup.org,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0556,Meeting Rooms,Community Centre,community,,,QLD,,-27.2782783,152.9825849,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0557,Community Hall,Community Centre,community,,,QLD,,-17.9281547,146.0883553,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0558,Garah Community Hall,Community Centre,community,Midkin Street,Garah,QLD,2405,-29.0745642,149.6340772,,Garahhallcommittee@gmail.com,https://www.mpsc.nsw.gov.au/facilities/halls,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0559,Community Hall,Community Centre,community,,,QLD,,-29.0856205,152.9544499,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0560,Memorial Hall,Community Centre,community,,,QLD,,-28.9057848,152.7202353,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0561,Collinsville Community Centre,Community Centre,community,,,QLD,,-20.5551141,147.8483825,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0562,Collinsville Youth Centre,Community Centre,community,,,QLD,,-20.5562869,147.8422475,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0563,Kogan Memorial Hall,Community Centre,community,,,QLD,,-27.0401818,150.761405,+61 474 154 811,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0564,Multicultural Development Association,NGO,community,Dibley Street,,QLD,,-27.4940651,153.0341015,+61 7 3337 5400,,http://www.mdainc.org.au/,"Mo,Tu,Th,Fr 09:00-17:00; We 13:00-17:00",,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0565,Anglicare House,Social Facility,community,,,QLD,,-23.4441,144.245872,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0566,RSL Pioneers Hostel and Retirement Home,Social Facility for senior,community,,,QLD,,-23.433652,144.258608,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0567,BoysTown,NGO,community,,,QLD,,-27.1855335,153.0043695,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0568,Mackay Children And Family Centre,Community Centre,community,,,QLD,,-21.0965441,149.1770402,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0569,Westwood Hall,Community Centre,community,,,QLD,,-23.6217995,150.1559179,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0570,Jambin Community Hall,Community Centre,community,,,QLD,,-24.1956648,150.3713246,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0571,Dululu Hall,Community Centre,community,,,QLD,,-23.8476292,150.2614576,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0572,Marlborough Community Hall,Community Centre,community,,,QLD,,-22.8130698,149.8922742,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0573,Ogmore Community Hall,Community Centre,community,,,QLD,,-22.6188053,149.6567976,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0574,Comet Community Hall,Community Centre,community,,,QLD,,-23.6050078,148.5456268,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0575,Apple Tree Creek Memorial Hall,Community Centre,community,,,QLD,,-25.2167399,152.2374349,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0577,Parkhurst Hall,Community Centre,community,Yaamba Road (Bruce Highway),,QLD,,-23.2976553,150.5130016,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0578,Country Women's Association,Community Centre,community,,,QLD,,-23.3674614,150.4910714,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0579,Country Women's Association,Community Centre,community,,,QLD,,-23.2491843,150.2805995,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0580,Marburg Community Center,Community Centre,community,,,QLD,,-27.5660187,152.5961859,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0581,Dreamtime Cultural Centre,Community Centre,community,,,QLD,,-23.3155886,150.5155927,+61 7 4936 1655,,https://www.dreamtimecentre.com.au/,Mo-Fr 09:00-15:00; PH off,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0582,QCWA Emerald,Community Centre,community,,,QLD,,-23.5250927,148.1617248,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0584,Bexhill Hall,Community Centre,community,,,QLD,,-28.7660896,153.3449921,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0585,Eltham Masonic Hall,Community Centre,community,,,QLD,,-28.7564063,153.3951549,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0586,Kentwell Community Center,Community Centre,community,Bangalow Road,Ballina,QLD,2478,-28.8592503,153.563742,+61 2 6687 6291,,https://www.ballina.nsw.gov.au,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0587,Condamine Valley CWA Tearooms,Community Centre,community,,,QLD,,-28.2165906,152.0342425,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0588,Boomi First World War Memorial Hall,Community Centre,community,,,QLD,,-28.7236906,149.5798328,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0589,LifeTec Bundaberg Access Point,Social Facility,community,,,QLD,,-24.885376,152.3558209,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0590,Visible Ink Valley,Community Centre,community,,,QLD,,-27.4545473,153.0348905,,,https://visibleink.org/spaces/viv,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0591,Town & Country Community Options,Outreach,community,Lennox Street,Maryborough,QLD,4650,-25.5414584,152.6978485,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0592,Co-ordinated Support Services,Outreach,community,,,QLD,,-25.5382028,152.7023062,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0593,St Mary's Church Hall,Community Centre,community,Memorial Close,Montville,QLD,4560,-26.6884436,152.8928546,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0594,UnitingCare Community / Lifeline,NGO,community,Alice Street,Maryborough,QLD,4650,-25.5416586,152.700314,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0595,Springbrook Community Hall,Community Centre,community,Carricks Road,Springbrook,QLD,4213,-28.1949923,153.2688838,+61 7 5667 5986,,https://www.goldcoast.qld.gov.au/Services/Venues-facilities/Community-centres/Springbrook-Community-Hall,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0596,Impact Make Your Mark,Community Centre,community,,,QLD,4670,-24.8553206,152.3758257,,,,Mo-Fr 08:00-17:00,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0597,Oxley Senior Citizens Club,Community Centre,community,Oxley Station Road,Oxley,QLD,4075,-27.5551468,152.9753439,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0598,The Channon Hall,Community Centre,community,,,QLD,,-28.6731577,153.2790228,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0599,Walkamin Community and Sports Club,Community Centre,community,Kurrajong Street,Walkamin,QLD,4872,-17.1292733,145.427838,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0600,Turnstyle Community Hub,Community Centre,community,Laura Street,Highgate Hill,QLD,4101,-27.4874264,153.022159,,,www.turnstyle.org.au,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0601,Byron Youth Activity Centre,Community Centre,community,,,QLD,,-28.6441029,153.6170324,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0602,Byron Bay Community Centre,Community Centre,community,,,QLD,,-28.6444484,153.6126788,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0603,Shara Community Garden,Community Centre,community,,,QLD,,-28.4953198,153.5417046,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0604,Collins Creek Hall,Community Centre,community,,,QLD,,-28.4863244,153.0240009,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0605,Bowles Club,Social Facility,community,,,QLD,,-19.1511875,146.8634744,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0606,Magnetic Island Country Club,Social Facility,community,,,QLD,,-19.1740841,146.8348794,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0607,RSL,Community Centre,community,,,QLD,,-19.1481124,146.8640948,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0608,Torbanlea Community Hall,Community Centre,community,,,QLD,,-25.3463401,152.5966463,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0609,DickfosDunn Charted Accounting,Community Centre,community,,,QLD,,-27.9710902,153.4124939,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0610,Pomengade Dance School,Community Centre,community,,,QLD,,-27.398683,153.029786,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0611,Go Bowling Cairns,Community Centre,community,Pease Street,,QLD,,-16.9146394,145.7404969,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0612,Redlands Softball Association,Community Centre,community,Sturgeon Street,,QLD,,-27.5113438,153.2523734,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0613,Starlight Community Hall,Community Centre,community,,,QLD,,-26.5220735,152.9212628,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0614,Blue Care Kenmore Aged Care Facility,Group Home for senior,housing,Brookfield Road,,QLD,,-27.5014483,152.9320139,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0615,Diversicare,Community Centre,community,Thomas Street,West End,QLD,4101,-27.4813946,153.0109977,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0616,Volunteering Gold Coast,Advice for unemployed,community,,,QLD,,-28.0681748,153.4408705,+61 7 5526 5288,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0617,Headspace,Social Facility,community,,,QLD,,-27.5019623,152.9748199,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0618,Yuraba Conference Centre,Community Centre,community,Church Road,Eatons Hill,QLD,,-27.348514,152.9266131,+61 7 3325 3492,,https://www.kumbartcho.org.au/conference-centre,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0619,Old Dairy Community Centre,Community Centre,community,Community Way,Currumbin Valley,QLD,4223,-28.177493,153.4310205,,,https://www.villagehub.com.au/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0620,Maryborough Showgrounds,Community Centre,community,Bruce Highway,,QLD,4650,-25.5052357,152.6634655,,,https://maryboroughpark.ourfrasercoast.com.au/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0621,Library Community Meeting Room,Community Centre,community,,,QLD,,-27.4672212,153.0497764,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0622,Tullera Community Hall,Community Centre,community,,,QLD,,-28.7471413,153.303131,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0623,Feros Village,Nursing Home for senior,health,,,QLD,,-28.6848648,153.5303835,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0624,Warrina Innisfail,Nursing Home for senior,health,Warrina Street,,QLD,4860,-17.517496,146.0184581,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0625,The Good Shepherd Home,Nursing Home for senior,health,,,QLD,,-19.3101982,146.7628243,+61 7 4772 9900,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0626,Micah Projects,Social Facility,community,,,QLD,,-27.4817676,153.0121028,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0627,Stones Corner Masonic Centre,Community Centre,community,,,QLD,,-27.4990227,153.0432954,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0628,Open Minds,"Outreach for mental_health,_disabled",community,Logan Road,Stones Corner,QLD,4120,-27.5016205,153.046942,,,https://www.openminds.org.au/contact/locations/stones-corner,Mo-Fr 08:00-17:00,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0630,PCYC Ayr,Community Centre,community,,,QLD,,-19.5820864,147.4026338,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0631,Zillmere Hall,Community Centre,community,Murphy Road,,QLD,,-27.362935,153.037843,,,https://www.brisbane.qld.gov.au/facilities-recreation/parks-and-venues/community-halls/booking-enquiry-form/index.htm,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0632,Wynnum Municipal Hall,Community Centre,community,Bay Terrace,Wynnum,QLD,4178,-27.4471414,153.1764093,,,https://www.brisbane.qld.gov.au/things-to-see-and-do/council-venues-and-precincts/community-halls-and-facilities/wynnum-municipal-hall,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0633,Upper Kedron/Cedar Creek Hall,Community Centre,community,Cedar Creek Road,,QLD,,-27.4127671,152.9171986,,,https://www.brisbane.qld.gov.au/facilities-recreation/parks-and-venues/community-halls/booking-enquiry-form/index.htm,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0634,Northgate Hall,Community Centre,community,,,QLD,,-27.387,153.06327,,,https://www.brisbane.qld.gov.au/facilities-recreation/parks-and-venues/community-halls/booking-enquiry-form/index.htm,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0635,New Inala Hall (Inala Civic or Community Centre),Community Centre,community,,,QLD,,-27.6010875,152.9746267,,,https://www.brisbane.qld.gov.au/facilities-recreation/parks-and-venues/community-halls/booking-enquiry-form/index.htm,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0636,Hamilton Town Hall,Community Centre,community,,,QLD,,-27.4376789,153.0642677,,,https://www.brisbane.qld.gov.au/facilities-recreation/parks-and-venues/community-halls/booking-enquiry-form/index.htm,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0637,A.H.E.P.A Hall,Community Centre,community,,,QLD,,-27.4802255,153.0124242,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0638,House with No Steps,Outreach for disabled,community,Hutchinson Street,Burleigh Heads,QLD,4220,-28.1082162,153.4210117,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0639,Upper Mt Gravatt Progress Hall,Community Centre,community,Logan Road,,QLD,,-27.5556445,153.0796124,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0640,Livin,Outreach for mental_health,community,,,QLD,,-28.0933527,153.4425353,,,https://livin.org/aboutus/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0641,QuIHN,Outreach for drug_addicted,community,,,QLD,,-28.093192,153.4427699,+61 7 5520 7900,,https://www.quihn.org/gold-coast/,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0642,Northgate Hall,Community Centre,community,Ridge Street,Northgate,QLD,4013,-27.3869331,153.0637615,,,https://www.brisbane.qld.gov.au/libraries-venues-and-facilities/community-halls-and-facilities/hire-a-community-hall/northgate-hall,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0643,Citipointe Church Marketplace West,Food Bank,food,Freeman Road,Durack,QLD,4077,-27.5783648,152.9749432,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
osm_social_facilities_0644,Multicap Mount Ommaney Community Hub,Ambulatory Care for disabled,community,Greenway Circuit,Mount Ommaney,QLD,4074,-27.5497015,152.9330112,,,,,,,osm_social_facilities,OpenStreetMap Social Facilities,OpenStreetMap contributors,national,ODbL,https://www.openstreetmap.org,2026-04-14
